object_id,name,location_label,location_name,type,accession,negative_number,upload_fname
3894,"Bahgus: Tomb z 78, 78, 2, 27; Jugs.",,Baghouz (Bahgus),,,h227a,"Dura-Europos archival photograph, YUAG negative number h227a -object-id-3894.jpg"
3895,"Bahgus: Tomb z 94, 91, 89; Jars.",,Baghouz (Bahgus),,,h226a,"Dura-Europos archival photograph, YUAG negative number h226a -object-id-3895.jpg"
3896,"Bahgus: Tomb z 38, 38, 42; Jugs.",,Baghouz (Bahgus),,,h225a,"Dura-Europos archival photograph, YUAG negative number h225a -object-id-3896.jpg"
3897,Bahgus Tomb z 39; Jugs.,,Baghouz (Bahgus),,,h224a,"Dura-Europos archival photograph, YUAG negative number h224a -object-id-3897.jpg"
3898,Bahgus: Tomb z 75: Common ware.,,Baghouz (Bahgus),,,h223a,"Dura-Europos archival photograph, YUAG negative number h223a -object-id-3898.jpg"
3900,"Bahgus: Tomb z 49, 7, 21, 97, 74: Common ware.",,Baghouz (Bahgus),,,h221a,"Dura-Europos archival photograph, YUAG negative number h221a -object-id-3900.jpg"
3901,"Bahgus: Tomb z 24, 90, 39, 38, 63, 47: Common ware.",,Baghouz (Bahgus),,,h220a,"Dura-Europos archival photograph, YUAG negative number h220a -object-id-3901.jpg"
3902,"Bahgus: Tomb z 78, 34, 78, 98, 71, 40: common ware.",,Baghouz (Bahgus),,,h219a,"Dura-Europos archival photograph, YUAG negative number h219a -object-id-3902.jpg"
3903,"Bahgus: Tomb z 37, 48, 96: Common ware.",,Baghouz (Bahgus),,,h218a,"Dura-Europos archival photograph, YUAG negative number h218a -object-id-3903.jpg"
3904,"Bahgus: Tomb z 44, 37; storage jars.",,Baghouz (Bahgus),,,h217a,"Dura-Europos archival photograph, YUAG negative number h217a -object-id-3904.jpg"
3905,"Bahgus: Tomb z 76, 82: Jars.",,Baghouz (Bahgus),,,h216a,"Dura-Europos archival photograph, YUAG negative number h216a -object-id-3905.jpg"
3906,"Bahgus: Tomb z 74, 80: Jars.",,Baghouz (Bahgus),,,h215a,"Dura-Europos archival photograph, YUAG negative number h215a -object-id-3906.jpg"
3907,"Bahgus: Tomb z 68, 40: Jars.",,Baghouz (Bahgus),,,h214a,"Dura-Europos archival photograph, YUAG negative number h214a -object-id-3907.jpg"
3908,"Bahgus: Tomb z 24, 43, 37, 39: Jugs.",,Baghouz (Bahgus),,,h213a,"Dura-Europos archival photograph, YUAG negative number h213a -object-id-3908.jpg"
3911,"Bahgus: Tomb G 1, 1, 7, 7, 8",,Baghouz (Bahgus),,,dura-h210a~01,"Dura-Europos archival photograph, YUAG negative number dura-h210a~01 -object-id-3911.jpg"
3912,"Bahgus: Tomb E1, 1,3,1,2,3,3,1, common ware.",,Baghouz (Bahgus),,,dura-h209a~01,"Dura-Europos archival photograph, YUAG negative number dura-h209a~01 -object-id-3912.jpg"
3913,"Bahgus: T. Z 72, 71, 26, 28, G 2. Clay bottles.",,Baghouz (Bahgus),,,dura-h208a~01,"Dura-Europos archival photograph, YUAG negative number dura-h208a~01 -object-id-3913.jpg"
3914,Bahgus: Sherds with brown decoration.,,Baghouz (Bahgus),,,dura-h207a~01,"Dura-Europos archival photograph, YUAG negative number dura-h207a~01 -object-id-3914.jpg"
3915,Bahgus: Sherds with brown decoration.,,Baghouz (Bahgus),,,dura-h206a~01,"Dura-Europos archival photograph, YUAG negative number dura-h206a~01 -object-id-3915.jpg"
3916,Bahgus: Sherds with red decoration.,,Baghouz (Bahgus),,,dura-h205a~01,"Dura-Europos archival photograph, YUAG negative number dura-h205a~01 -object-id-3916.jpg"
3917,Bahgus: Stone instruments.,,Baghouz (Bahgus),,,dura-h204a~01,"Dura-Europos archival photograph, YUAG negative number dura-h204a~01 -object-id-3917.tif"
9401,Dura Europos (Salahiyeh) Excavation Photo,,Baghouz (Bahgus),,1938.4827,1938'4828~01,"Dura-Europos archival photograph, YUAG negative number 1938'4828~01 -object-id-9401.jpg"
9416,Small Bowl,,Baghouz (Bahgus),,1938.4804,1938'4805~01,"Dura-Europos archival photograph, YUAG negative number 1938'4805~01 -object-id-9416.jpg"
9423,Pitcher,,Baghouz (Bahgus),,1938.4796,1938'4797~01,"Dura-Europos archival photograph, YUAG negative number 1938'4797~01 -object-id-9423.jpg"
9431,Jug,,Baghouz (Bahgus),,1938.4786,1938'4788~01,"Dura-Europos archival photograph, YUAG negative number 1938'4788~01 -object-id-9431.jpg"
9441,Jar with Slightly Convex Body,,Baghouz (Bahgus),,1938.4772,1938'4773~01,"Dura-Europos archival photograph, YUAG negative number 1938'4773~01 -object-id-9441.jpg"
9444,Cylindrical Jar,,Baghouz (Bahgus),,1938.4767,1938'4770~01,"Dura-Europos archival photograph, YUAG negative number 1938'4770~01 -object-id-9444.jpg"
10791,clay figurine of a horseman,,Baghouz (Bahgus),,1938.4752,1938'4907~01,"Dura-Europos archival photograph, YUAG negative number 1938'4907~01 -object-id-10791.jpg"
11178,Bahgus: Tomb z 63. Bronze buckle.,,Baghouz (Bahgus),,,h397b,"Dura-Europos archival photograph, YUAG negative number h397b -object-id-11178.jpg"
13001,Bahgus: Tomb z 95; Bronze axes and lance head.,,Baghouz (Bahgus),,,h250a,"Dura-Europos archival photograph, YUAG negative number h250a -object-id-13001.jpg"
4009,Bahgus: Tomb G 10; glass bottle and faience vase.,,"Baghouz (Bahgus), tomb g10",,,dura-h198a~01,"Dura-Europos archival photograph, YUAG negative number dura-h198a~01 -object-id-4009.jpg"
4011,Bahgus: Tomb G 7; faience vase.,,"Baghouz (Bahgus), tomb g7",,,dura-h196a~01,"Dura-Europos archival photograph, YUAG negative number dura-h196a~01 -object-id-4011.jpg"
3921,Bahgus: Tomb Z 39; faience bottles.,,"Baghouz (Bahgus), tomb z 39",,,dura-h200a~01,"Dura-Europos archival photograph, YUAG negative number dura-h200a~01 -object-id-3921.jpg"
3909,Bahgus: Tomb z 19; Jar.,,"Baghouz (Bahgus), tomb z19",,,h212a,"Dura-Europos archival photograph, YUAG negative number h212a -object-id-3909.jpg"
3910,Bahgus: Tomb z 26; Storage jar.,,"Baghouz (Bahgus), tomb z26",,,dura-h211a~01,"Dura-Europos archival photograph, YUAG negative number dura-h211a~01 -object-id-3910.jpg"
3918,Bahgus: Tomb z 46; faience pitcher.,,"Baghouz (Bahgus), tomb z46",,,dura-h203a~01,"Dura-Europos archival photograph, YUAG negative number dura-h203a~01 -object-id-3918.jpg"
3919,Bahgus: Tomb z 80; faience vase.,,"Baghouz (Bahgus), tomb z80",,,dura-h202a~01,"Dura-Europos archival photograph, YUAG negative number dura-h202a~01 -object-id-3919.jpg"
3920,Bahgus: Tomb z 80; faience vase.,,"Baghouz (Bahgus), tomb z80",,,dura-h201a~01,"Dura-Europos archival photograph, YUAG negative number dura-h201a~01 -object-id-3920.jpg"
11983,"Silver earrings from Baghouz, tomb e9, III",,"Baghouz, Tomb e9 III",,,y373b,"Dura-Europos archival photograph, YUAG negative number y373b -object-id-11983.jpg"
11984,"Silver earrings from Baghouz, tomb e9, III",,"Baghouz, Tomb e9 III",,,y373a,"Dura-Europos archival photograph, YUAG negative number y373a -object-id-11984.jpg"
4010,Bahgus: Tomb G 10; faience vase.,,Bahgus,,,dura-h197a~01,"Dura-Europos archival photograph, YUAG negative number dura-h197a~01 -object-id-4010.jpg"
9354,Figure of an Eagle,,Barracks around Dolichenium,,1938.5317,1938'5318~01,"Dura-Europos archival photograph, YUAG negative number 1938'5318~01 -object-id-9354.jpg"
4843,H2-H4 Atargat Artem. #1,,Atargat Artem.,,,1938.5999.4646'01,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'01 -object-id-4843.jpg"
12488,Cornice and capital from Atrium of Roman House in a1,,Atrium of Roman House near Military Temple,,,dura-fIII23~01,"Dura-Europos archival photograph, YUAG negative number dura-fIII23~01 -object-id-12488.jpg"
7838,Nine Fragments of Small Bases Pressed in Sides,,B-tomb at the Main Gate (Palmyrene Gate),,1934.553f,1934'557g~01,"Dura-Europos archival photograph, YUAG negative number 1934'557g~01 -object-id-7838.jpg"
8114,Nine Fragments of Small Bases Pressed in Sides,,B-tomb at the Main Gate (Palmyrene Gate),,1934.555,1934'557d~01,"Dura-Europos archival photograph, YUAG negative number 1934'557d~01 -object-id-8114.jpg"
6278,Stone Square,,B'8h16,,1930.536,1932'1237~01,"Dura-Europos archival photograph, YUAG negative number 1932'1237~01 -object-id-6278.jpg"
850,Stone Head and Fragment of Sculpture,,b) Temple of Zeus Megistos,,1931.415,yale1458,"Dura-Europos archival photograph, YUAG negative number yale1458 -object-id-850.jpg"
11988,Gold jewelry,,b2 d10; m7 w5; m8 w2,,?,y367,"Dura-Europos archival photograph, YUAG negative number y367 -object-id-11988.jpg"
6882,Three Iron Arrow Heads,,"B2, E1",,1933.668,1933'690'1~01,"Dura-Europos archival photograph, YUAG negative number 1933'690'1~01 -object-id-6882.jpg"
11986,Silver fibula,,b3-4,,1938.422,y370,"Dura-Europos archival photograph, YUAG negative number y370 -object-id-11986.jpg"
12129,Doorway to Building h3 in section b8,,b8,,,dura-e57~01,"Dura-Europos archival photograph, YUAG negative number dura-e57~01 -object-id-12129.jpg"
3367,Bath SW corner,,Bath,,,k282a,"Dura-Europos archival photograph, YUAG negative number k282a -object-id-3367.jpg"
3368,Bath E.side,,Bath,,,k281a,"Dura-Europos archival photograph, YUAG negative number k281a -object-id-3368.jpg"
4585,SE end e3a,,Bath,,,dura-b263b~01,"Dura-Europos archival photograph, YUAG negative number dura-b263b~01 -object-id-4585.jpg"
4617,Bath room II hypocaust,,Bath,,,dura-c87~01,"Dura-Europos archival photograph, YUAG negative number dura-c87~01 -object-id-4617.jpg"
9230,"Bath, plan by Detweiler",,Bath,,,y589,"Dura-Europos archival photograph, YUAG negative number y589 -object-id-9230.jpg"
9233,Bath - sections by Detweiler,,Bath,,,y582,"Dura-Europos archival photograph, YUAG negative number y582 -object-id-9233.jpg"
9234,Bath: plan and reconstruction by Detweiler,,Bath,,,y581,"Dura-Europos archival photograph, YUAG negative number y581 -object-id-9234.jpg"
13679,"e3, ?",,Bath,,,dura-b263o~01,"Dura-Europos archival photograph, YUAG negative number dura-b263o~01 -object-id-13679.jpg"
13680,"e3c, hypocaust",,Bath,,,dura-b263n~01,"Dura-Europos archival photograph, YUAG negative number dura-b263n~01 -object-id-13680.jpg"
13681,"e3, columns of heating corridor (?)",,Bath,,,dura-b263m~01,"Dura-Europos archival photograph, YUAG negative number dura-b263m~01 -object-id-13681.jpg"
13682,"e3, furnace at west with entrance to C",,Bath,,,dura-b263l~01,"Dura-Europos archival photograph, YUAG negative number dura-b263l~01 -object-id-13682.jpg"
13683,"e3, colonnade at west",,Bath,,,dura-b263k~01,"Dura-Europos archival photograph, YUAG negative number dura-b263k~01 -object-id-13683.jpg"
13684,"e3f, west end",,Bath,,,dura-b263j~01,"Dura-Europos archival photograph, YUAG negative number dura-b263j~01 -object-id-13684.jpg"
13685,"e3, flue leading into C from west",,Bath,,,dura-b263i~01,"Dura-Europos archival photograph, YUAG negative number dura-b263i~01 -object-id-13685.jpg"
13686,e3-3 hear passage under wall,,Bath,,,dura-b263h~01,"Dura-Europos archival photograph, YUAG negative number dura-b263h~01 -object-id-13686.jpg"
13687,e3-2,,Bath,,,dura-b263g~01,"Dura-Europos archival photograph, YUAG negative number dura-b263g~01 -object-id-13687.jpg"
13688,"e3c NW corner, apsidal pool",,Bath,,,dura-b263f~01,"Dura-Europos archival photograph, YUAG negative number dura-b263f~01 -object-id-13688.jpg"
13689,e3-2 view to e3c,,Bath,,,dura-b263e~01,"Dura-Europos archival photograph, YUAG negative number dura-b263e~01 -object-id-13689.jpg"
13690,"e3-2 NE corner apsidal chamber, fallen floor",,Bath,,,dura-b263d~01,"Dura-Europos archival photograph, YUAG negative number dura-b263d~01 -object-id-13690.jpg"
13691,"e3, 1 at We end pool, and passage to e3c",,Bath,,,dura-b263c~01,"Dura-Europos archival photograph, YUAG negative number dura-b263c~01 -object-id-13691.jpg"
13760,"Bath, assydal laconium with hollow bricks in situ",,Bath,,,dura-b190~01,"Dura-Europos archival photograph, YUAG negative number dura-b190~01 -object-id-13760.jpg"
13793,frescoes from Roman bath,,Bath,,"1929.352 a,b; 1929.354",dura-b153~01,"Dura-Europos archival photograph, YUAG negative number dura-b153~01 -object-id-13793.jpg"
13794,painting fragments,,Bath,,,dura-b152~01,"Dura-Europos archival photograph, YUAG negative number dura-b152~01 -object-id-13794.jpg"
14249,"Bath, rear Palmyrene Gate, pool at S end",,Bath,,,dura-c88~01,"Dura-Europos archival photograph, YUAG negative number dura-c88~01 -object-id-14249.jpg"
14418,Hollow bricks for wall heating from bath,,Bath,,,dura-c108~01,"Dura-Europos archival photograph, YUAG negative number dura-c108~01 -object-id-14418.jpg"
1918,Two Fresco Heads,,Bath at Dura,,1929.353,1929'354~01,"Dura-Europos archival photograph, YUAG negative number 1929'354~01 -object-id-1918.jpg"
1919,Two Fresco Heads,,Bath at Dura,,1929.332,1929'353~01,"Dura-Europos archival photograph, YUAG negative number 1929'353~01 -object-id-1919.jpg"
4616,"Bath near Main Gate (Palmyrene Gate), general view from SE tower gate",,Bath near Main Gate (Palmyrene Gate),,,dura-c92~01,"Dura-Europos archival photograph, YUAG negative number dura-c92~01 -object-id-4616.jpg"
14244,"Bath near Main Gate (Palmyrene Gate), entrance to heating flue on S side",,Bath near Main Gate (Palmyrene Gate),,,dura-c93~01,"Dura-Europos archival photograph, YUAG negative number dura-c93~01 -object-id-14244.jpg"
14245,"Bath near Main Gate (Palmyrene Gate), room f looking toward pool",,Bath near Main Gate (Palmyrene Gate),,,dura-c91~01,"Dura-Europos archival photograph, YUAG negative number dura-c91~01 -object-id-14245.jpg"
14419,Hollow bricks for walls from Bath,,Bath near Main Gate (Palmyrene Gate),,,dura-c107~01,"Dura-Europos archival photograph, YUAG negative number dura-c107~01 -object-id-14419.jpg"
14471,Mosaic with inscription (#180),,Bath near Main Gate (Palmyrene Gate),,,dura-d374~01,"Dura-Europos archival photograph, YUAG negative number dura-d374~01 -object-id-14471.jpg"
13692,Arch at entrance to furnace W of Room C,,"Bath, West of Room C",,,dura-b263a~01,"Dura-Europos archival photograph, YUAG negative number dura-b263a~01 -object-id-13692.jpg"
4005,"Plan of baths (c3, e3, m7)",,Baths,,,h21a,"Dura-Europos archival photograph, YUAG negative number h21a -object-id-4005.jpg"
14251,"Baths at Palmyrene Gate, Main Street, beginning of work",,"Baths, private house area",,,dura-c85~01,"Dura-Europos archival photograph, YUAG negative number dura-c85~01 -object-id-14251.jpg"
8986,Bronze Gazelle,,Behind Synagogue,,1938.214,1938'2185~01,"Dura-Europos archival photograph, YUAG negative number 1938'2185~01 -object-id-8986.jpg"
7299,Birketein Theater  inscription at north end entrance of seats,,Birketein Theater,,,gerasa-b299~01 b-299 b-300 B300,"Dura-Europos archival photograph, YUAG negative number gerasa-b299~01 b-299 b-300 B300 -object-id-7299.jpg"
7300,Birketein Theater: North half of seats with north entrance,,Birketein Theater,,,gerasa-b297~01 b-297,"Dura-Europos archival photograph, YUAG negative number gerasa-b297~01 b-297 -object-id-7300.jpg"
7301,Birketein Theater: view through north entrance across chorus,,Birketein Theater,,,gerasa-b296~01 b-296,"Dura-Europos archival photograph, YUAG negative number gerasa-b296~01 b-296 -object-id-7301.jpg"
5534,plan,,block m8/m7,,,dura-g1190a~01,"Dura-Europos archival photograph, YUAG negative number dura-g1190a~01 -object-id-5534.jpg"
4440,ivory handle fragment (?),,C dump on cliff near Yale house,,1932.1704,1932'1712~01,"Dura-Europos archival photograph, YUAG negative number 1932'1712~01 -object-id-4440.jpg"
11807,Green Glazed Fragmens and Decoration,,"c) Christian building, private houses, d) private houses, f) synagogue, private houses, g) Street 7, h) temple of Zeus Kyrios",,"a) 1929.473d, b) 1938.4872",yale1286,"Dura-Europos archival photograph, YUAG negative number yale1286 -object-id-11807.jpg"
11860,Green Glazed Small Jug Fragments,,c) private houses,,1938.481,yale1233,"Dura-Europos archival photograph, YUAG negative number yale1233 -object-id-11860.jpg"
2874,Hercules stone relief,,c10?  Street,,,i8a,"Dura-Europos archival photograph, YUAG negative number i8a -object-id-2874.jpg"
2944,Capital,,c2,,,i27a,"Dura-Europos archival photograph, YUAG negative number i27a -object-id-2944.jpg"
2957,Capital,,c2,,,i23a,"Dura-Europos archival photograph, YUAG negative number i23a -object-id-2957.jpg"
13165,clay plaques,,"c3: Private Houses, Roman Bath; l8: Tychaeum, Private Houses",,,y228,"Dura-Europos archival photograph, YUAG negative number y228 -object-id-13165.jpg"
8750,Bronze Scale,,C7,,1938.2967,1938'2978~01,"Dura-Europos archival photograph, YUAG negative number 1938'2978~01 -object-id-8750.jpg"
13697,Horoscope on wall,,c8 (private house),,,dura-b259~01,"Dura-Europos archival photograph, YUAG negative number dura-b259~01 -object-id-13697.jpg"
7302,Flag raising at camp,,Camp,,,gerasa-b295~01 b-295,"Dura-Europos archival photograph, YUAG negative number gerasa-b295~01 b-295 -object-id-7302.jpg"
7303,Flag raising at camp,,Camp,,,gerasa-b294~01 b-294,"Dura-Europos archival photograph, YUAG negative number gerasa-b294~01 b-294 -object-id-7303.jpg"
7304,Flag raising at camp,,Camp,,,gerasa-b293~01 b-293,"Dura-Europos archival photograph, YUAG negative number gerasa-b293~01 b-293 -object-id-7304.jpg"
4191,"Entrance to Cave, A-24",,"Cave, A-24, Area West of St. Theodore",,,gerasa-a68~01 A-68,"Dura-Europos archival photograph, YUAG negative number gerasa-a68~01 A-68 -object-id-4191.jpg"
12080,Bust of a man,,Center of Agora,,,dura-e97~01,"Dura-Europos archival photograph, YUAG negative number dura-e97~01 -object-id-12080.jpg"
13867,"Niche of Christian baptistry, painting of the Good Shepherd",,Christian baptistry,,,dura-e335~01,"Dura-Europos archival photograph, YUAG negative number dura-e335~01 -object-id-13867.jpg"
7782,Lamp,,City Arch,,1930.95,1931'494~01,"Dura-Europos archival photograph, YUAG negative number 1931'494~01 -object-id-7782.jpg"
14578,View of city from Triumphal Arch,,City view from Triumphal Arch (Arch of Trajan),,,dura-d2~01,"Dura-Europos archival photograph, YUAG negative number dura-d2~01 -object-id-14578.jpg"
11901,"Drawing, graffito hammered on city wall (copy by Deigert): river boat",,City wall,,,y497,"Dura-Europos archival photograph, YUAG negative number y497 -object-id-11901.jpg"
13132,"City wall, detail drawing, said to be by Hopkins but probably by Pearson",,City Wall,,,y26j,"Dura-Europos archival photograph, YUAG negative number y26j -object-id-13132.jpg"
