object_id,name,link,image_link,location_label,location_name,type,accession,negative_number,image_source,image_type
4346,"Synagogue painting, dado panel",https://library.artstor.org/#/asset/SS7730479_7730479_10847446,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917081.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-211~01,Damascus photo,replacement negative
4345,"Synagogue painting, dado panel",https://library.artstor.org/#/asset/SS7730479_7730479_10847448,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917082.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-212~01,Damascus photo,replacement negative
4344,"Synagogue painting, dado panel",https://library.artstor.org/#/asset/SS7730479_7730479_10847450,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917083.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-213~01,Damascus photo,replacement negative
4343,"Synagogue painting, dado, w9, w-d-2 (N)",https://library.artstor.org/#/asset/SS7730479_7730479_10847452,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917084.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-214~01,Damascus photo,film negative
4342,"Synagogue painting, dado, w11, w-d-4 (N)",https://library.artstor.org/#/asset/SS7730479_7730479_10847454,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917085.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-215~01,Damascus photo,film negative
4341,"Synagogue painting, dado, w13, w-d-6 (N)",https://library.artstor.org/#/asset/SS7730479_7730479_10847456,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917086.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-216~01,Damascus photo,film negative
4340,"Synagogue painting, dado, w14, w-d-7 (N)",https://library.artstor.org/#/asset/SS7730479_7730479_10847458,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917087.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-217~01,Damascus photo,film negative
4339,"Synagogue painting, dado, s1, s-d-1",https://library.artstor.org/#/asset/SS7730479_7730479_10847460,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917088.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-218~01,Damascus photo,film negative
4338,"Synagogue, dado panel",https://library.artstor.org/#/asset/SS7730479_7730479_10847462,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917089.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,dado,,dam-219~01,Damascus photo,replacement negative
4336,"Synagogue painting, dado, s4, s-d-4",https://library.artstor.org/#/asset/SS7730479_7730479_10847466,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917092.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-220~01,Damascus photo,film negative
4335,Synagogue dado panel,https://library.artstor.org/#/asset/SS7730479_7730479_10847468,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917093.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,dado,,dam-221~01,Damascus photo,replacement negative
4334,Synagogue dado panel,https://library.artstor.org/#/asset/SS7730479_7730479_10847470,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917094.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,dado,,dam-222~01,Damascus photo,replacement negative
4333,"Synagogue painting, dado, s6, s-d-6",https://library.artstor.org/#/asset/SS7730479_7730479_10847472,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917095.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-223~01,Damascus photo,film negative
4332,"Synagogue painting, dado, s9, s-d-9",https://library.artstor.org/#/asset/SS7730479_7730479_10847474,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917096.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-224~01,Damascus photo,film negative
4331,"Synagogue painting, s-c-2, Elijah at Cherith and Zarephath",https://library.artstor.org/#/asset/SS7730479_7730479_10847476,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917097.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-227~01,Damascus photo,replacement negative
4330,"Synagogue, w-a-2: Solomon and Sheba",https://library.artstor.org/#/asset/SS7730479_7730479_10847478,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917098.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-228~01,Damascus photo,replacement negative
4329,Synagogue painting: Jacob at Bethel; n-a-1,https://library.artstor.org/#/asset/SS7730479_7730479_10847480,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917099.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-229~01,Damascus photo,film negative
4327,"Synagogue painting, wing panel 1: Moses and burning bush",https://library.artstor.org/#/asset/SS7730479_7730479_10847484,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917102.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-230~01,Damascus photo,film negative
4326,"Synagogue, wing panel II: Moses",https://library.artstor.org/#/asset/SS7730479_7730479_10847486,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917103.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-231~01,Damascus photo,film negative
4325,"Synagogue painting, wing panel I: Moses and burning bush, detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847488,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917104.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-232~01,Damascus photo,film negative
4324,"Synagogue painting, w-a-3 right, Exodus detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847490,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917105.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-233~01,Damascus photo,film negative
4323,"Synagogue painting, w-a-3, Exodus part",https://library.artstor.org/#/asset/SS7730479_7730479_10847492,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917106.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-234~01,Damascus photo,film negative
4322,"Synagogue painting, w-a-3, Exodus part",https://library.artstor.org/#/asset/SS7730479_7730479_10847494,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917107.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-235~01,Damascus photo,film negative
4321,"Synagogue painting, w-a-3, Exodus part",https://library.artstor.org/#/asset/SS7730479_7730479_10847496,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917108.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-236~01,Damascus photo,film negative
4320,"Synagogue painting, s-b-1: dedication of temple detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847498,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917109.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-237~01,Damascus photo,film negative
4319,"Synagogue painting, w-b-1 detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847500,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917110.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-238~01,Damascus photo,film negative
4318,"Synagogue painting, w-b-1 detail: wilderness encampment",https://library.artstor.org/#/asset/SS7730479_7730479_10847502,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917111.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-239~01,Damascus photo,film negative
4316,"Synagogue painting, w-b-2 detail: consecration of Tabernacle",https://library.artstor.org/#/asset/SS7730479_7730479_10847506,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917113.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-240~01,Damascus photo,film negative
4315,"Synagogue painting, w-b-2: consecration of Tabernacle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847508,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917114.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-241~01,Damascus photo,film negative
4314,"Synagogue painting, w-b-2: consecration of Tabernacle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847510,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917115.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-242~01,Damascus photo,film negative
4313,"Synagogue painting, w-b-2: consecration of Tabernacle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847512,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917116.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-243~01,Damascus photo,film negative
4312,"Synagogue painting, w-b-4: Ark in land of Philistines detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847514,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917117.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-244~01,Damascus photo,film negative
4311,"Synagogue painting, w-b-4: Ark in land of Philistines detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847516,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917118.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-245~01,Damascus photo,film negative
4310,"Synagogue painting, wing panel III: Ezra detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847518,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917119.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-246~01,Damascus photo,film negative
4309,"Synagogue painting, wing panel IV: Abraham detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847520,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917120.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-247~01,Damascus photo,film negative
4308,"Synagogue painting, w-c-1: Elijah revives widow's child detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847522,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917121.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-248~01,Damascus photo,film negative
4307,"Synagogue painting, w-c-1: Elijah revives widow's child detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847524,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917122.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-249~01,Damascus photo,film negative
4305,"Synagogue painting, w-c-1: Elijah revives widow's child detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847528,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917124.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-250~01,Damascus photo,film negative
4304,"Synagogue painting, w-c-2: Mordecai and Esther detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847530,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917126.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-251~01,Damascus photo,film negative
4302,"Synagogue painting, w-c-2: Mordecai and Esther detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847534,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917128.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-252~01,Damascus photo,film negative
4303,"Synagogue painting, w-c-2: Mordecai and Esther detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847532,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917127.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-252~01,Damascus photo,film negative
4301,"Synagogue painting, w-c-2: Mordecai and Esther detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847536,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917129.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-253~01,Damascus photo,film negative
4300,"Synagogue painting, w-c-2: Mordecai and Esther detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847538,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917130.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-254~01,Damascus photo,film negative
4299,"Synagogue painting, w-c-2: Mordecai and Esther detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847540,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917131.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-255~01,Damascus photo,film negative
4298,"Synagogue painting, w-c-3: Samuel anoints David detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847542,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917132.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-256~01,Damascus photo,film negative
4297,"Synagogue painting, w-c-3: Samuel anointing David detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847544,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917133.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-257~01,Damascus photo,film negative
4296,"Synagogue painting, w-c-3: Samuel anoints David detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847546,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917134.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-258~01,Damascus photo,film negative
4295,"Synagogue painting, w-c-4: infancy of Moses detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847548,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917135.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-259~01,Damascus photo,film negative
4293,"Synagogue painting, w-c-4: infancy of Moses detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847554,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917138.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-260~01,Damascus photo,film negative
4215,"Synagogue painting, w-c-4: infancy of Moses detail",https://library.artstor.org/#/asset/SS7730479_7730479_10847835,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917217.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-261~01,Damascus photo,film negative
10391,"Synagogue painting, w-c-4: infancy of Moses detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864503,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898571.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-262~01,Damascus photo,film negative
10389,"Synagogue painting, w-c-4: infancy of Moses, detail of Pharaoh's daughter",https://library.artstor.org/#/asset/SS7730479_7730479_10864518,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898573.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-263~01,Damascus photo,film negative
10390,"Synagogue painting, w-c-4: infancy of Moses, detail of Pharaoh's daughter",https://library.artstor.org/#/asset/SS7730479_7730479_10864510,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898572.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-263~01,Damascus photo,film negative
10388,"Synagogue painting, w-c-4: infancy of Moses detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864527,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898574.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-264~01,Damascus photo,film negative
10386,"Synagogue painting, w-c-4: infancy of Moses detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864544,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898576.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-265~01,Damascus photo,film negative
10387,"Synagogue painting, w-c-4: infancy of Moses detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864535,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898575.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-265~01,Damascus photo,film negative
10385,"Synagogue painting, s-c-3: prophets of Baal on Mt. Carmel detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864552,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898577.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-266~01,Damascus photo,film negative
10384,"Synagogue painting, s-c-3: prophets of Baal on Mt. Carmel detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864562,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898578.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-267~01,Damascus photo,film negative
10383,"Synagogue painting, n-c-1: Ezekiel cycle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864569,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898579.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-270~01,Damascus photo,film negative
10382,"Synagogue painting, n-c-1: Ezekiel cycle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864577,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898580.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-271~01,Damascus photo,film negative
10381,"Synagogue paintin, n-c-1: Ezekiel cycle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864586,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898581.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-272~01,Damascus photo,replacement negative
10380,"Synagogue painting, n-c-1: Ezekiel cycle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864589,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898582.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-273~01,Damascus photo,film negative
10379,"Synagogue painting, n-c-1: Ezekiel cycle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864598,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898583.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-274~01,Damascus photo,film negative
10378,Synagogue painting. n-c-1: Ezekiel cycle detail,https://library.artstor.org/#/asset/SS7730479_7730479_10864607,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898584.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-275~01,Damascus photo,film negative
10377,"Synagogue painting, n-c-1: Ezekiel cycle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864615,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898585.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-276~01,Damascus photo,film negative
10376,"Synagogue painting, n-c-1: Ezekiel cycle detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864623,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898586.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-277~01,Damascus photo,film negative
10375,"Synagogue painting, e-c-1: David and saul in wilderness of Ziph",https://library.artstor.org/#/asset/SS7730479_7730479_10864632,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898587.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-278~01,Damascus photo,film negative
10374,"Synagogue painting, e-c-1: David and Saul in wilderness of Ziph detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864640,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898588.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-279~01,Damascus photo,film negative
10373,"Synagogue painting, e-c-1: David and Saul in wilderness of Ziph detail",https://library.artstor.org/#/asset/SS7730479_7730479_10864649,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898589.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-280~01,Damascus photo,film negative
10372,"Synagogue graffiti, e-c-2: inscription #57 and e-c-2: pictorial f66",https://library.artstor.org/#/asset/SS7730479_7730479_10864657,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898590.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,inscription,,dam-281~01,Damascus photo,film negative
10371,"Synagogue graffiti (pictorial), e-c-1 #63",https://library.artstor.org/#/asset/SS7730479_7730479_10864669,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898591.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,graffito,,dam-284~01,Damascus photo,film negative
10370,"Synagogue drawing, graffito, w-c-4 #59",https://library.artstor.org/#/asset/SS7730479_7730479_10864675,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898592.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-285~01,Damascus photo,film negative
10368,"Synagogue, w-c-2 Aramaic inscription #8",https://library.artstor.org/#/asset/SS7730479_7730479_10864691,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898594.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-290~01,Damascus photo,film negative
10369,"Synagogue, w-c-2 Aramaic inscription #8",https://library.artstor.org/#/asset/SS7730479_7730479_10864684,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898593.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-290~01,Damascus photo,film negative
4214,"Synagogue, w-c-3, Aramic inscription #11",https://library.artstor.org/#/asset/SS7730479_7730479_10847839,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917218.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-291~01,Damascus photo,film negative
10367,"Synagogue, w-c-3, Aramic inscription #11",https://library.artstor.org/#/asset/SS7730479_7730479_10864699,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898595.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-291~01,Damascus photo,film negative
10366,"Synagogue w-c-2 ""Esther"", Aramaic inscription #10",https://library.artstor.org/#/asset/SS7730479_7730479_10864707,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898596.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,inscription,,dam-292~01,Damascus photo,film negative
10365,"Synagogue w-c-2 ""Ahasuerus"", ""Esther"", Aramaic inscriptions #9, 10",https://library.artstor.org/#/asset/SS7730479_7730479_10864716,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898597.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,painting,,dam-294~01,Damascus photo,film negative
10364,"Synagogue inscription #30, 31, w-a-2, Greek zlemon synkathadron",https://library.artstor.org/#/asset/SS7730479_7730479_10864724,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898598.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,inscription,,dam-295~01,Damascus photo,film negative
10363,"Synagogue w-c-2 ""Mordecai"", ""Esther"", Aramic inscriptions #9, 10",https://library.artstor.org/#/asset/SS7730479_7730479_10864733,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898599.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,inscription,,dam-296~01,Damascus photo,film negative
10362,"Synagogue, w-c-2, Pahlavi inscription #44",https://library.artstor.org/#/asset/SS7730479_7730479_10864743,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898600.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,inscription,,dam-298~01,Damascus photo,film negative
10361,"Synagogue, w-c-2, Pahlavi inscription #43",https://library.artstor.org/#/asset/SS7730479_7730479_10864753,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898601.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,inscription,,dam-300~01,Damascus photo,film negative
10360,"Synagogue, w-c-2, Pahlavi inscription #48",https://library.artstor.org/#/asset/SS7730479_7730479_10864761,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898602.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,inscription,,dam-302~01,Damascus photo,film negative
10359,"Synagogue, w-a-3, Aramaic inscription #3",https://library.artstor.org/#/asset/SS7730479_7730479_10864769,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898603.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-303~01,Damascus photo,film negative
10358,"Synagogue, w-c-1 ""Elijah"", Aramaic inscription #7",https://library.artstor.org/#/asset/SS7730479_7730479_10864777,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898604.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-310~01,Damascus photo,film negative
10356,"Synagogue dado, n-d-6, pictorial graffiti #60",https://library.artstor.org/#/asset/SS7730479_7730479_10864795,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898606.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,dado,,dam-314~01,Damascus photo,film negative
10355,"Synagogue graffiti, pictorial #67, s-d-2 dado",https://library.artstor.org/#/asset/SS7730479_7730479_10864803,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898607.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,dado,,dam-316~01,Damascus photo,film negative
10354,"Synagogue graffito, pictorial #68, s-c-1, s-c-2",https://library.artstor.org/#/asset/SS7730479_7730479_10864811,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898608.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,graffito,,dam-317~01,Damascus photo,film negative
10353,"Synagogue graffito, pictorial #65, e-c-1",https://library.artstor.org/#/asset/SS7730479_7730479_10864818,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898609.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,graffito,,dam-318~01,Damascus photo,film negative
10352,"Synagogue graffito, pictorial #62, e-c-1",https://library.artstor.org/#/asset/SS7730479_7730479_10864827,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898610.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,graffito,,dam-319~01,Damascus photo,film negative
4287,"painting, Venus",https://library.artstor.org/#/asset/SS7730479_7730479_10847566,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917144.fpx/full/,1024/0/default.jpg",synagogue,Synagogue/private house,painting,,dam-32~01,Damascus photo,film negative
10351,"Synagogue inscription 2, Aramaic graffito on front of niche",https://library.artstor.org/#/asset/SS7730479_7730479_10864838,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898611.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-321~01,Damascus photo,film negative
4213,"Synagogue inscription 2, Aramaic graffito on from of niche",https://library.artstor.org/#/asset/SS7730479_7730479_10847842,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917219.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-322~01,Damascus photo,film negative
4212,"Synagogue inscription 2, Aramaic graffito inscription on front of niche",https://library.artstor.org/#/asset/SS7730479_7730479_10847846,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917220.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,inscription,,dam-323~01,Damascus photo,film negative
10350,"Synagogue graffito, pictorial #63-64, e-c-1",https://library.artstor.org/#/asset/SS7730479_7730479_10864847,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898612.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,graffito,,dam-324~01,Damascus photo,film negative
10349,"Synagogue inscription 2, Aramaic graffito on front of central niche",https://library.artstor.org/#/asset/SS7730479_7730479_10864856,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898613.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,painting,,dam-325~01,Damascus photo,film negative
10348,Synagogue ceiling as reconstructed by Pearson in Damascus Museum,https://library.artstor.org/#/asset/SS7730479_7730479_10864865,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3898614.fpx/full/,1024/0/default.jpg",synagogue,Synagogue,field,,dam-327~01,Damascus photo,film negative
4211,"Synagogue graffito, pictorial #69, s-c-4",https://library.artstor.org/#/asset/SS7730479_7730479_10847850,"https://stor.artstor.org/iiif/fpx/sslps/c7730479/3917221.fpx/full/1024,/0/default.jpg",synagogue,Synagogue,graffito,,dam-329~01,Damascus photo,film negative
